Generation,cores,pop,GenerationFitness,GenerationTime
28,12,30,11546,26,
29,12,30,14710,50,
30,12,30,16661,75,
1,12,50,28,2,
2,12,50,42,1,
3,12,50,49,0,
4,12,50,117,1,
5,12,50,143,1,
6,12,50,181,1,
7,12,50,198,2,
8,12,50,257,2,
9,12,50,668,2,
10,12,50,668,3,
11,12,50,1425,4,
12,12,50,2416,8,
13,12,50,3114,17,
14,12,50,3114,15,
15,12,50,3114,19,
16,12,50,3127,15,
17,12,50,3518,22,
18,12,50,5679,27,
19,12,50,8072,43,
20,12,50,11707,41,
21,12,50,11707,53,
22,12,50,11707,55,
23,12,50,11707,67,
24,12,50,18028,88,
25,12,50,21610,103,
26,12,50,26510,143,
27,12,50,26510,163,
28,12,50,28185,166,
29,12,50,28185,154,
30,12,50,28374,171,
1,12,50,20,2,
2,12,50,33,1,
3,12,50,252,0,
4,12,50,633,1,
5,12,50,1105,5,
6,12,50,1586,8,
7,12,50,4865,21,
8,12,50,5546,28,
9,12,50,7615,42,
10,12,50,7615,42,
11,12,50,8460,52,
12,12,50,9801,56,
13,12,50,9890,68,
14,12,50,10084,68,
15,12,50,10421,73,
16,12,50,13889,95,
17,12,50,13889,102,
18,12,50,17350,118,
19,12,50,19569,112,
20,12,50,23016,108,
21,12,50,23016,103,
22,12,50,23016,103,
23,12,50,23016,107,
24,12,50,23016,136,
25,12,50,23978,132,
26,12,50,26943,158,
27,12,50,33086,177,
28,12,50,35084,248,
29,12,50,35084,211,
30,12,50,35084,207,
1,12,50,16,2,
2,12,50,42,1,
3,12,50,74,0,
4,12,50,78,1,
5,12,50,107,0,
6,12,50,129,1,
7,12,50,157,1,
8,12,50,237,1,
9,12,50,270,2,
10,12,50,297,2,
11,12,50,416,3,
12,12,50,786,4,
13,12,50,941,6,
14,12,50,1137,7,
15,12,50,4441,14,
16,12,50,5145,18,
17,12,50,13658,40,
18,12,50,13658,69,
19,12,50,14178,89,
20,12,50,14178,91,
21,12,50,14178,97,
22,12,50,14729,96,
23,12,50,14729,97,
24,12,50,23736,115,
25,12,50,24812,154,
26,12,50,25950,165,
27,12,50,25950,156,
28,12,50,32526,161,
29,12,50,32526,197,
30,12,50,32526,170,
1,12,50,15,2,
2,12,50,25,2,
3,12,50,49,0,
4,12,50,114,0,
5,12,50,123,1,
6,12,50,169,1,
7,12,50,247,2,
8,12,50,540,3,
9,12,50,2142,6,
10,12,50,2372,9,
11,12,50,2831,15,
12,12,50,2909,21,
13,12,50,4598,27,
14,12,50,4598,26,
15,12,50,6607,32,
16,12,50,7615,43,
17,12,50,11238,59,
18,12,50,16925,70,
19,12,50,19074,84,
20,12,50,20279,120,
21,12,50,25558,154,
22,12,50,25558,151,
23,12,50,30679,190,
24,12,50,30679,187,
25,12,50,30679,181,
26,12,50,30679,183,
27,12,50,30679,172,
28,12,50,30679,180,
29,12,50,31548,190,
30,12,50,31548,202,
1,12,50,18,2,
2,12,50,65,1,
3,12,50,87,0,
4,12,50,1426,2,
5,12,50,1426,2,
6,12,50,1610,8,
7,12,50,1779,12,
8,12,50,2839,16,
9,12,50,3337,18,
10,12,50,3552,20,
11,12,50,3675,26,
12,12,50,4147,26,
13,12,50,7682,37,
14,12,50,7682,41,
15,12,50,7682,42,
16,12,50,8733,51,
17,12,50,8733,56,
18,12,50,8733,51,
19,12,50,10543,61,
20,12,50,10543,58,
21,12,50,10543,59,
22,12,50,10543,64,
23,12,50,12694,75,
24,12,50,12694,75,
25,12,50,12694,93,
26,12,50,12694,93,
27,12,50,12694,88,
28,12,50,13824,75,
29,12,50,13824,87,
30,12,50,16373,94,
1,1,10,3,2,
2,1,10,3,0,
3,1,10,3,0,
4,1,10,3,0,
5,1,10,3,0,
6,1,10,3,0,
7,1,10,8,0,
8,1,10,8,0,
9,1,10,10,0,
10,1,10,12,0,
11,1,10,15,0,
12,1,10,15,0,
13,1,10,15,0,
14,1,10,16,0,
15,1,10,16,0,
16,1,10,16,0,
17,1,10,17,0,
18,1,10,17,0,
19,1,10,17,0,
20,1,10,17,0,
21,1,10,17,0,
22,1,10,17,0,
23,1,10,17,0,
24,1,10,17,0,
25,1,10,17,0,
26,1,10,17,0,
27,1,10,17,0,
28,1,10,17,0,
29,1,10,17,0,
30,1,10,17,0,
1,1,10,8,2,
2,1,10,10,1,
3,1,10,10,0,
4,1,10,10,0,
5,1,10,10,0,
6,1,10,13,0,
7,1,10,13,0,
8,1,10,13,0,
9,1,10,14,0,
10,1,10,17,0,
11,1,10,17,0,
12,1,10,17,0,
13,1,10,22,0,
14,1,10,24,0,
15,1,10,27,0,
16,1,10,31,0,
17,1,10,35,0,
18,1,10,35,0,
19,1,10,35,0,
20,1,10,35,0,
21,1,10,51,0,
22,1,10,51,0,
23,1,10,51,0,
24,1,10,51,0,
25,1,10,51,0,
26,1,10,51,0,
27,1,10,51,0,
28,1,10,51,0,
29,1,10,51,1,
30,1,10,51,0,
1,1,10,9,3,
2,1,10,42,1,
3,1,10,59,0,
4,1,10,69,0,
5,1,10,69,0,
6,1,10,93,0,
7,1,10,93,1,
8,1,10,93,1,
9,1,10,93,1,
10,1,10,93,1,
11,1,10,105,1,
12,1,10,105,1,
13,1,10,105,1,
14,1,10,105,1,
15,1,10,105,1,
16,1,10,105,1,
17,1,10,105,1,
18,1,10,105,1,
19,1,10,135,1,
20,1,10,140,1,
21,1,10,140,1,
22,1,10,155,1,
23,1,10,278,2,
24,1,10,278,2,
25,1,10,439,3,
26,1,10,439,3,
27,1,10,439,3,
28,1,10,439,3,
29,1,10,439,3,
30,1,10,439,4,
1,1,10,3,2,
2,1,10,4,1,
3,1,10,5,0,
4,1,10,5,0,
5,1,10,6,0,
6,1,10,6,0,
7,1,10,6,0,
8,1,10,6,0,
9,1,10,6,0,
10,1,10,6,0,
11,1,10,6,0,
12,1,10,6,0,
13,1,10,6,0,
14,1,10,6,0,
15,1,10,6,0,
16,1,10,6,0,
17,1,10,6,0,
18,1,10,6,0,
19,1,10,6,0,
20,1,10,6,0,
21,1,10,6,0,
22,1,10,6,0,
23,1,10,6,0,
24,1,10,6,0,
25,1,10,6,0,
26,1,10,6,0,
27,1,10,6,0,
28,1,10,6,0,
29,1,10,6,0,
30,1,10,6,0,
1,1,10,11,1,
2,1,10,15,0,
3,1,10,28,0,
4,1,10,28,0,
5,1,10,28,0,
6,1,10,28,0,
7,1,10,28,0,
8,1,10,28,0,
9,1,10,28,0,
10,1,10,28,0,
11,1,10,28,0,
12,1,10,28,0,
13,1,10,28,0,
14,1,10,28,0,
15,1,10,28,0,
16,1,10,28,0,
17,1,10,28,0,
18,1,10,28,0,
19,1,10,28,0,
20,1,10,28,0,
21,1,10,28,0,
22,1,10,32,0,
23,1,10,63,0,
24,1,10,101,0,
25,1,10,101,1,
26,1,10,101,1,
27,1,10,101,1,
28,1,10,109,1,
29,1,10,109,1,
30,1,10,139,1,
